creationDate,confirmationDate,expirationDate,token,userId,staticEmailConfirmationTokenId
2018-12-20,2012-05-07,2011-09-08,0TQD73Z00VVOGF3HXMRNREQAR9W3D8WK,1070,1
2012-05-07,2016-03-05,2019-01-03,E81VY6LLR0N954TBJW0VR0MCEKJ3U18N,361,1
2012-01-10,2016-04-09,2019-05-08,R14PE7KY0CXCVKPT261KJN63IITG4CYM,1832,1
2012-11-08,2010-05-24,2010-05-07,S4D0P91YYV98LQRN74L849A79IUBZFAH,213,1
2021-03-22,2020-06-16,2012-05-12,HQLV1GFCIOP3H7L27IC5554323WS8SPI,1194,1
2010-10-08,2019-09-14,2016-02-11,60VP7DGVIQ0VM3W3VJ8TLSPMNMMBKBS4,376,1
2015-10-13,2012-05-21,2010-10-09,IEPH18S7WVLB4HW94NNDWMNYI0CAXX6E,1640,1
2021-02-11,2013-12-04,2021-01-21,6MBRIM11TLCLM8MA3W3A793WX4KGFW32,1535,1
2012-09-08,2013-02-08,2022-03-17,DQPZITD9RPAA03QE183TPUM12BY3P2EJ,591,1
2012-12-07,2016-02-13,2021-02-17,B3RXY3TCHAZE92G8AJ6RHKOI5XS8904K,1500,1
2019-01-04,2013-06-04,2012-06-04,QW4S4Q6AD84LSOC6O6LAUCVS7JYVBVBP,1979,1
2012-07-13,2021-06-27,2021-06-15,J3KBROGE8FH0OP9NALAW8CNI5J8EO6T2,769,1
2013-11-16,2021-08-24,2014-08-18,RHQ6YBFLQGD5MV2GTWWMTAOPUYIIUYY6,6,1
2016-11-20,2016-06-20,2020-08-22,M1J4WKKCOB2VSKDEFL5EW351IWT82OHB,479,1
2019-04-18,2021-08-09,2013-02-24,BA1L1KCTJI44E340GL79NHOR1BGHDFPP,974,1
2020-12-21,2017-10-21,2019-08-24,53QD75F6MEWERPE8PTG1DXX16IDMHGJX,1286,1
2016-09-24,2021-08-06,2014-06-26,Z09LXPOQA50BVFWBM3JJFUQZBN6FV46N,1034,1
2014-02-26,2010-05-09,2016-12-21,XRHY5Z53O7B6NUFSZM5YTB0BR6ZRQO4T,1417,1
2021-05-05,2013-01-16,2011-04-10,EXP2W3411EFCM8RLT395UUJZZFGB1OGQ,615,1
2020-03-28,2022-10-27,2016-12-08,2IUR3GQM7QOFURGZGQOQ7D7YNMMPCOCG,943,1
2012-05-21,2016-09-15,2021-11-11,OU0BEFJLP2XKU9YF7OPSWAXNKE5KC1DK,1128,1
2018-04-01,2016-01-07,2021-05-03,7XT3ID3J19HX46IPM59ABFGGTNKN126E,1605,1
2018-01-26,2014-09-11,2013-09-20,FIRDNR5GDUDG1PHF6E2YLEGAD09QFJ5P,262,1
2015-12-09,2012-04-20,2012-08-06,UCUR6H8Y84FURZHPT6QYTV3LF7XW7BI3,269,1
2020-11-12,2010-03-10,2021-02-22,SCYJKTLF25040Q194LHP7HOJE6C7XS1L,314,1
2018-09-05,2020-10-02,2018-10-23,A8XTKTKAACB38HUP9Z9J022CFLZFZ1CI,35,1
2019-12-16,2022-08-17,2014-01-23,1AR9BZC4XEXWTH3GHE4XZIHANMGN7NCJ,513,1
2020-02-20,2021-02-18,2015-07-21,O5FBH0K4EOLTKRTCQ3IKDR2KFLZGVE0K,1794,1
2016-09-13,2022-07-25,2013-09-21,PVONLWD0X48GX0X6ZQ73DS1WTAD7CJU1,1184,1
2019-11-16,2018-08-21,2019-10-25,J6ML60GFGPZS1L7SDEM7YLWEFUCWTA7Y,1085,1
2013-07-19,2020-03-22,2010-01-17,9VDYC5HLU52NYR6Z1JF8N7NY75EKRYFQ,1965,1
2016-03-21,2019-10-28,2016-09-27,UAIF8GWJQ3IEUUJ4EAZJ9X3JJ1GTDW39,1800,1
2019-03-26,2018-07-16,2016-08-07,1FFZGUH1XBPEPYX827GCXLIGI6NRNE0Z,1648,1
2019-06-20,2013-06-17,2013-12-08,HRI618UP1SUUQBER0KSFLYHXFQX3C7BD,1989,1
2012-09-16,2022-11-04,2019-09-24,TSQRCCKLAHBXT626F4256FAOIZ6SSEIH,1291,1
2014-10-28,2022-11-07,2021-03-19,1JM6FNQUBNM2A2P1D5VNDMR9NLI8S9UH,1425,1
2012-07-11,2019-01-16,2021-09-12,QUJBG98JCPTVI6959EPB3MOBI1ACJKB9,372,1
2017-03-04,2020-11-15,2022-09-27,L0Z9FAYEP9VQ68CQD7S01QAGH63M3K1M,1582,1
2018-05-15,2021-01-13,2020-11-04,2UP57IGFBUZ2HQ9GAATGO667WRGT587E,1200,1
2019-04-05,2017-09-14,2014-07-11,ZN04ZQ0BRZ9R351HBIGY3TDWUFL4MTDV,1544,1
2010-02-15,2021-01-11,2019-08-17,ZU2M6TLK6I4NUXLKEHLHUK90SE0N4L94,1848,1
2015-09-21,2017-03-25,2016-01-10,KO5MZEADHKRJC7UHEXIYC90DH0IZM3OF,921,1
2014-07-16,2018-11-28,2021-02-28,4KMSOJJS8CGN5AGS52Y1FB9EV7TM64AU,1182,1
2010-04-26,2018-09-24,2011-03-07,AK4019N979VNIG8QBK6MR2H6TQAXIP9U,1323,1
2012-12-05,2022-12-26,2018-03-15,F1DUPYZP6JS3S42DDVI81VSVQ8ECHVUP,595,1
2011-07-12,2014-11-22,2017-10-06,ZYCLSWRPRL2HPO6O394KH8CM4G2GGA4Z,1851,1
2011-03-08,2010-01-02,2021-06-18,AJZD7X7A2A9OMJC5K663A2ULVLSJNOQK,1244,1
2021-10-22,2012-06-17,2015-04-28,QZPNPL95EKG2BTWH3M1R2AJV2TCYHFWY,1131,1
2012-01-25,2015-08-02,2018-01-23,E7DN1Q4GMGF6H8HNVAKCG2UFXFXU1KST,1521,1
2010-07-22,2010-12-14,2013-12-03,BHHWCN5S7EK748RLG733ZA859R1LPRQY,71,1
2013-03-21,2019-04-05,2018-12-03,5HWMH1DMZ40PN5KA8KIQI3IBBGV98S4F,59,1
2014-10-14,2013-06-03,2014-07-03,ET2N921FYI4DNFTPZKC6I6PTRVSLJSU9,1420,1
2017-07-24,2016-08-01,2017-12-23,94FKT33Z2F5FFKOAOKQCNQG0IPK5TXME,1143,1
2019-09-10,2018-08-13,2020-11-07,A9SONF1YTAIC9QKD242T7UUPT3B891VQ,1836,1
2018-11-22,2017-03-13,2015-10-19,XWWRYM08MQCBW3NOEMGMP0G3G2NT5032,493,1
2016-04-11,2018-03-17,2013-10-07,FVH4Q8FINFJBSLMIEU0SQ6XSWKR3CJI3,92,1
2022-07-01,2017-01-07,2010-11-21,CA6EP274XYIFHJWJUFWFUQK7Q3VGPNIL,815,1
2011-02-18,2018-03-17,2012-08-03,K9YUJR4Q2S8C38Q1X9VKFATR01CDGHH6,433,1
2019-03-13,2015-08-08,2010-10-05,CGG5UNIHGUB4Y8K468K63V2ZGSMOC4TK,1622,1
2015-05-28,2013-03-20,2012-05-12,57GLG1LI3B7O6KXBB7IV752FWAM8TOPD,1401,1
2020-02-20,2020-04-11,2013-07-17,I2BYA0ZOVB7FBBUP7EBE003NL4WYP0HL,920,1
2020-11-15,2011-12-10,2022-05-25,J19PZ0NU7BDRPJYNGFZQU8G4H1RNNN33,1159,1
2012-08-01,2022-08-24,2017-12-21,YP7GSE2WWFUT2XBPLI7Q1RD2ARTEMF01,1193,1
2012-05-08,2020-04-16,2012-08-24,21019RRG92PA04F2ESZDIX19GQYLYAEX,1645,1
2012-05-21,2016-12-09,2020-02-10,M4UWDKU7K8NMLG13KH483JV2MXPX7BCI,361,1
2012-07-15,2013-03-01,2013-07-03,Y9KUVHOAHLIOJ3QNMP7DK2KBI1IXIDDF,1826,1
2015-01-11,2016-08-12,2016-10-21,GEN650WUTNNSDD472U2XCFF9AEZI1YHD,839,1
2019-12-08,2012-11-27,2016-12-12,304BGZD29SJHBI38O12YT2OBPYT1AMA0,383,1
2010-05-21,2020-03-15,2022-07-14,PUPV946V8EMY244PMHVV0H10WHEY3J45,324,1
2021-12-18,2012-11-14,2018-02-22,NPXXCVS8UFCDW933GBLWJ4TKR8FHF51E,62,1
2020-08-24,2022-06-21,2010-06-21,OXHH4J80UHEX5HR86QGEAYGXLXH6MI5Y,1087,1
2019-01-07,2011-07-04,2013-07-20,U4F1DY3ATCTTLEU9DUS3RI0QGTULRA0E,1679,1
2016-09-06,2011-05-22,2015-09-15,JTMDHL8GCSCD8HFK16A456MDHKGJSB3G,433,1
2016-01-05,2014-05-07,2013-05-08,CIJ3X2UP27DUZBO7G8KMQI9VCMOFBI26,1943,1
2011-11-20,2013-09-13,2013-12-18,3F86K5SR6QPUATCHXB8PLJOPD8JDHZO7,204,1
2022-03-03,2020-10-23,2015-12-13,RZO8PUAPMK45ZKGF99UHKN90FLYF12FL,835,1
2013-01-17,2012-02-25,2011-06-18,UOANAQHPUP6RZSTM56M9MV550M7XXLCK,1128,1
2020-09-19,2012-05-05,2022-11-19,W4G1IV3AOOUFJHHZ1H05OOT7M47FS9FU,435,1
2016-11-20,2017-06-26,2011-07-14,PD9VTXZ7TS85ZDHPO7AHWUUJQHGTTIHY,606,1
2017-10-26,2017-07-11,2022-10-20,QIPZHWI1WXYFG0DG5E19FJWPFSRBYEYM,290,1
2010-12-16,2011-09-09,2012-01-02,B8SPFRK9G3TT97YK80J47O74RZYR4G6U,1126,1
2012-01-08,2017-01-18,2021-07-05,33KWKV48W0ZZ7XL0KJXMXJGBO0LFWIFU,1835,1
2019-09-27,2010-03-25,2014-10-26,ML24L4BLI38V8VCCU9NFKZNPVBHJ2JVN,1515,1
2018-11-16,2017-03-19,2019-05-18,34N568DA1BQQK2A9DQ3RSTOB49WKUNKW,1702,1
2012-11-01,2016-08-09,2013-10-20,DRRGANRPTXXJ95L8TFLR93WN5PPWLESE,350,1
2015-03-05,2021-01-28,2020-04-25,WMJ0C8CK5K11M0AM4ACTM9C078XO01NF,1685,1
2020-02-11,2010-11-18,2016-12-12,Y9FBRRI4OZK17X6WSZXOTC3JTIA4SB5H,769,1
2010-10-11,2012-09-26,2021-08-13,SAFE856B7JNRY3SJBVL7CSI9357TTK8K,1456,1
2021-02-21,2012-03-20,2012-04-21,EDGIGL4MIF1U5F504AB6OX5PQEVS348I,565,1
2011-05-15,2020-04-10,2014-05-11,J1QX4OQUQQXQJDEZ1RDN7IZTUDRTX43O,1245,1
2020-05-06,2022-11-01,2021-07-14,0KDT26MCFJTJ7XDEIIDZKBWHBL1PHO44,1702,1
2010-01-01,2022-06-23,2021-01-17,4YK27JVAYMZ3KDAM34JOQ5DZ6177EICG,1156,1
2014-02-27,2020-02-18,2018-04-17,EENVD3NESU70LCVZWF22YWRR1EHA2B1T,1237,1
2017-08-23,2018-05-11,2022-09-19,FG6PNEN4P5XJPOHUERUBLFHE82VBKKOA,1711,1
2017-11-28,2022-11-02,2019-12-23,BG4PE1H3YBNF532ENZBGNX9CG9QLLDJS,381,1
2010-05-20,2011-01-16,2019-01-27,B178GX1IGQGZW4FU0A5QKDDNTIBMYHQY,1804,1
2017-10-13,2021-09-16,2018-11-08,WY77OO2DJ502QZV485156GW5UFGUD5O7,889,1
2021-08-02,2022-06-22,2013-11-23,2KRAKEQPAMPJE9OANQUFTDORZAI1OSFX,1482,1
2020-07-13,2013-06-15,2011-02-23,GHPTXKF29NJ2AY2CL2LJBU1G0RJ0UWLQ,1556,1
2019-10-25,2014-10-11,2013-08-03,DD2JMKMJIS0D4NC4BFQAY07VG1ECS0CG,29,1
2012-07-09,2011-05-24,2022-03-24,SSCGDFTU28VRLGYMPLSWDRNE75SOGX13,629,1
2014-08-23,2018-04-21,2011-06-28,0ZTRGSXE22QPC3Q7AXAL87YGZQJ49430,1694,1
2013-04-11,2021-07-18,2020-05-02,51G9ZTYRRPBXIAI4LF0EUJ19N4GO4PVY,1390,1
2021-10-07,2011-01-18,2021-08-17,O4T4ZB8RCTLTDMY4DXAWLRYQPOKSIJZJ,978,1
2016-11-06,2015-10-17,2017-11-20,F1LEN9JKYV9C3FX8WRSYFUUF4NQHMTVQ,1331,1
2015-09-17,2014-02-16,2012-10-07,WUKR0OBH89LWBXJ7KME8YLI7IMGU16T1,490,1
2012-03-27,2012-10-03,2021-10-23,4UTBNHCYNV75CXQ25OXB3IE3NYC30Z26,1206,1
2010-04-26,2021-11-09,2016-03-12,S4V55ULLFG5610M49LALKXOW9FXWA656,1198,1
2015-01-05,2013-05-03,2012-03-18,JV81XYCPWR3HP4O5Q73490DO82QFLDCD,156,1
2019-05-04,2019-10-28,2013-05-15,FFZCTRKYCU86KKHOXWQYNEA82VRHSZZL,1871,1
2018-03-22,2013-07-08,2018-03-04,KV65EB187O1WRYOUP23M0BWEP1OYV8BZ,63,1
2016-08-18,2018-04-02,2012-02-10,OD0GZVLGY9GOT8UFMLEREP9G1S5I77UK,343,1
2021-05-01,2022-11-16,2019-05-26,3BVI73WGG3JBQ4VPX3DSH7Q7BN3IDTE8,478,1
2012-11-04,2012-04-02,2017-10-26,WKTTYIZVLM2HJ7NZK0FCMJ9W8H7UULZH,548,1
2018-07-11,2012-01-24,2014-11-24,YGQUFI4JWXSXZ5ZY0C4E1OIP3URQA97A,1621,1
2019-07-25,2018-06-20,2015-07-27,DZ7XJS43K3M2X18CVKCNRSW9B8NTT9EO,657,1
2010-09-15,2013-07-27,2022-07-18,X3JN4O6X077Y4X46K5TP7M8APTHX4UY4,168,1
2021-10-03,2011-03-01,2017-02-13,R3NUCE7VDB2FFGVP4LQW1GZPB6K0VQU0,1735,1
2020-07-21,2020-04-24,2013-11-16,H2YABU5B05L8PN6FD5G9L75PWVZ8LXVH,1732,1
2011-07-10,2017-05-10,2016-06-20,QQ14UKBS7511VE7JVBI4U40SKYS4F1R5,295,1
2018-12-27,2021-07-21,2012-09-12,3E1S500JTHQC9HSSOKILEOZ9F34O8A7V,1944,1
2014-02-06,2011-07-27,2022-09-15,ZRDEP9BFX816F6ECT2CPXRYXOU9521RC,230,1
2019-01-07,2012-04-09,2014-07-22,P6X8H998NR3V4E8APPP0RXS9OC9MYD8M,812,1
2020-12-07,2012-04-16,2021-05-21,L6ARW0D6XCMRA0YNXXHLJ6W90CO3RO7J,1249,1
2012-09-06,2015-07-20,2022-04-02,BYSPV5JGSWC494HJVNRL8SSDI9O549XB,1425,1
2020-09-10,2021-11-24,2015-04-16,JFZUF8E9X527KPSOXVEWFEYU95N4G75F,1698,1
2012-09-26,2019-12-20,2012-11-28,OKCZI95AB5EE5OZLRAE4FJ0ZIVIP90XB,25,1
2017-11-19,2022-02-12,2018-03-08,AMKCL8TNY1F5JOHEZELXMO5K4MNNUICX,1375,1
2018-06-03,2018-09-05,2016-06-09,0DWZKC0XPM64BPTZSZIHUASM0OJP977Z,1330,1
2017-12-01,2015-09-11,2016-10-16,MEB15H9BLUI5LCN34RZAI84R1NF5GDNL,1739,1
2014-11-26,2021-09-08,2012-05-14,NO58B9YDBX5C66RDB50DH593E1DGV77W,855,1
2014-03-08,2020-05-28,2010-08-03,74GF7GFMUCXVBBFMX45JNBOJDGTS2A3T,1628,1
2014-03-27,2016-07-18,2017-01-17,V0TKP0272CW1PSB26GD68QKNDAVI0N4W,1004,1
2013-01-13,2022-03-15,2013-03-05,Y7OOUC8HQWS8XY4NXNSHB381M6K4O1Y5,1164,1
2021-06-10,2010-10-09,2013-02-12,DXR1H0C0PFIYCH550VVL8H0UKG97JMBH,206,1
2016-02-26,2015-02-11,2017-11-02,76TM9BKYV6PJDMR3R848WCXB5HYVKEGW,352,1
2021-08-05,2013-12-23,2014-12-22,C8D841HCXOPBRYHM0FIFURL4V3E2NDJS,1393,1
2010-02-15,2010-04-24,2010-06-21,QZ6BVXJUWJMG60A4OWYF0XHYIAGZKXR1,1684,1
2016-06-11,2020-03-17,2017-08-22,NFI1XS2L3OA0DRSPUHORYVBCIES9QP0R,656,1
2021-12-02,2019-05-11,2022-09-04,4WLUIL6BK3K5DY3KYW7F84GSFVVQ73RX,968,1
2020-05-13,2014-03-01,2018-10-19,5UDJRPRONP9BVOCE3IWUVNNYI6ARSR5F,761,1
2012-11-06,2018-09-05,2021-05-08,5ZYJ5GB8J2ALL8RFWHB081P4HWI11BTR,738,1
2022-06-16,2012-06-08,2010-07-11,FJM869ZUSP4VRDKRX4WD614ZBV63NBU8,425,1
2015-11-22,2016-12-05,2020-07-16,734WXY7F4KII252A03QIDE6NYE93SF9U,484,1
2018-07-25,2022-10-24,2013-06-23,SUV2RV2Z24ARANQFN9J6ELWB63DPJRN2,1154,1
2021-12-21,2014-07-05,2017-05-22,0S9JPLYE9991GQQH7LI4GMENS9XJUE2I,454,1
2011-11-21,2017-06-18,2015-12-14,ZGHYN9KABNMZHH25N0TVGSGQ8JBGM2MX,677,1
2011-02-19,2015-07-15,2019-10-28,QMHKGZV0S3AL5QP23D05TQGRMOKKHJ2K,1694,1
2019-05-12,2012-10-11,2019-09-23,CUR4TL9U6A23UN7TFST3494XGHHE4T2D,952,1
2019-07-28,2018-09-24,2020-12-20,SK7X9WLQST1WHAPJ8ENUOCFMILP5X4S9,1141,1
2015-11-20,2012-04-26,2018-01-16,XFM5GRN029MMQ2O8QL3OALD09Q1GQTCK,1590,1
2020-01-04,2014-08-25,2019-09-10,MJX6E93QAPVTA787CAFLTA6G3DFTFE7Y,445,1
2013-08-11,2020-01-09,2018-09-24,8QFN3VFAM4GA2AGTU1Z4P6SPNIE6FEIA,1044,1
2016-08-14,2020-01-12,2019-03-23,6ZGEJZ7MGUEVVMK412G09WSBZHUI0JGV,810,1
2018-11-01,2019-06-27,2018-08-18,XQUO5ITBTUGIJGF3APH8WT9RTAWWWM4A,1905,1
2021-04-11,2018-10-07,2016-02-17,A5WN4NP2GCJJ7ZIK85Z1VUZFOL064Y5W,565,1
2019-08-14,2014-02-12,2017-11-08,N52PSLXTM7ZMQK41SZBCM7CDP7NOGDRN,1696,1
2019-10-25,2022-12-04,2019-02-10,G89ST8JS906IDASRSS9B4DG2YEWDMU7A,117,1
2022-02-16,2012-06-11,2019-05-09,JNCJ8W2NKB1Q1D3SQIGAQG0KUH3C333H,69,1
2013-06-11,2012-06-06,2019-10-25,6LQLKQ1ALTCBBLAO2QNRPI9DRGZBFNO0,1605,1
2010-01-19,2014-05-07,2010-03-20,1YHL5YH0K3KEUY4IUTZQFAXT6SFOA5BV,1029,1
2018-10-11,2014-09-07,2011-12-22,2S528EDT6BQN165TMU184XBFQ65VLWUZ,1174,1
2017-04-23,2011-08-03,2010-09-23,P0HYJSQIYQNR3BAE5T8GI25YIXWO1P6G,1302,1
2011-07-24,2018-03-20,2019-09-23,S6S8RKJKWTIHEZ0RLEUC2CPEWMSGCZ88,1252,1
2013-06-15,2013-04-11,2021-01-25,W0UYX51CCPS0T57RJLJX47E87EUCIRM7,1673,1
2010-03-24,2018-05-06,2021-09-20,HS7MVFU855FWWANEX4DPQLJ4PF910UAU,426,1
2015-02-13,2016-02-06,2010-11-15,8WLINVLLKE7A4JL5ITIKV87YHQSEMWYN,1714,1
2015-09-10,2015-09-25,2019-06-23,I8H9O9YEPUDLF2N42MS07KEA3GPHX8SG,1680,1
2017-09-09,2010-08-15,2011-06-04,WOV9YNHYYLVUQTFSDZ70IRU7KBM5TQPY,1412,1
2020-01-23,2022-01-26,2019-01-17,ROML14U3JAPYT9B0PDG4VFCIKOP33RWE,1579,1
2016-04-15,2014-12-04,2017-03-06,T9PAMU733S3NRAC0HNB28JFXG6FWUJ8D,942,1
2013-12-13,2021-03-15,2016-04-05,KQS9RKRHVX22RND2ARU94IXWFCQQ5Y6N,339,1
2014-03-23,2019-04-05,2021-02-17,XNN0XWZ0AQCDO4S3LW88E16DAFDPP73U,554,1
2021-03-14,2012-09-21,2020-10-10,NW6IFA1962MT4YKG0YKT7EM8LXC78QF1,1250,1
2016-02-15,2010-01-21,2014-08-08,8PB31XBZXBU0P0ITCS9AJB8GYHFY5M96,775,1
2018-07-20,2011-05-17,2019-01-14,GDSYKQNTQ0ZRKCEZ4BL9BIX6251ZEKIO,687,1
2021-02-24,2020-11-05,2016-08-19,7NVAMCH1HJC4RWVLT6AYMV9S5X8XSA4H,17,1
2014-02-26,2020-09-02,2019-02-26,CD9MAHP73PEB50R9U8OP9WG78WAVWKEZ,1179,1
2020-01-19,2017-12-15,2010-10-22,I8HVRQOFOCLIZKA4PXC8I83R05GXZN6T,1507,1
2015-04-22,2019-01-02,2010-06-19,40S8D8B6UXY6UFNAYDBRNOHC75DJ5OAQ,1629,1
2022-11-04,2014-11-07,2019-07-17,5CM5TOAKML62UGMN0E566KXKM5TXMOJX,1932,1
2017-12-27,2018-07-01,2018-08-22,X0TF0HE2VHH97NP0RKJOYSYX2II86Z8G,508,1
2011-10-12,2020-09-08,2014-11-27,25REA9ZDQPBR13LJA321NPFBQOHS5UOA,579,1
2010-11-01,2015-06-03,2010-04-22,17L43NUVLBLVXK4AZJKEG8LOKNOM6UM1,1863,1
2015-01-12,2021-05-25,2020-02-26,U1VZDBYK0ZEH5EN199QQ70WKGZXXJRII,1535,1
2013-10-19,2020-01-24,2010-05-12,D7RGZPBX732CAY0RU6F4CBFBJK7KBFZ1,1316,1
2011-02-26,2010-07-01,2019-05-25,HPSBV6JKJZJ4CCPDGYDQE9RS5RATU6QX,1193,1
2015-10-04,2010-02-08,2020-12-10,G4M6Q3ONWEK3RXIM7CUQABSYCNYVNCZK,729,1
2018-08-02,2013-08-04,2022-03-16,BBSRM9JCIS733OJ0PKHEYZDP1IROSAPX,1576,1
2011-05-03,2020-01-07,2020-08-11,PKRLLAE2Q2M04S8LNL17LTK5R73CPWQA,595,1
2016-03-11,2015-08-23,2016-07-04,7BABOR257K8BL7JO1HS7PRSY9TEXZQ2W,1645,1
2010-06-03,2014-12-26,2014-07-17,EA0DWNZJGPMGFF8EAZPY8L84V14KWJ16,1521,1
2017-01-20,2014-02-24,2020-01-24,QOG7EVX1UE59DCPZD46644MYUSCVP7G5,1302,1
2010-05-26,2016-03-10,2012-09-16,1JQU58UJ90RGHEXYIJ31M5BEQ71879X4,1741,1
2014-11-24,2010-06-08,2020-04-22,FQFJ55MAG47XCQ2OLZIUXFLKTK0FOHN2,528,1
2014-01-18,2018-10-01,2022-07-28,D1QJEC2693FMXMB3G8Z6I8EMD52Y7BQQ,527,1
2011-11-28,2010-05-01,2017-02-20,AKW3QLOPIHDCNL65DFR6ALVW9MGI6WC5,985,1
2011-09-06,2013-12-23,2011-01-19,5SVVCW457NEILRXELSQZLWOQC3J38LF5,1115,1
2016-04-05,2010-06-07,2011-11-09,8AR10LFLZGEW0KH9BMY1OPM9R4SQAHWW,673,1
2015-02-12,2018-06-12,2017-02-12,S41QMUULO5P0XOW3Q8AJUXWCXU57GSQT,1692,1
2018-10-15,2017-12-20,2018-04-27,X127NG0OWLJ3SUK6AR6S6EC4CKAPQVCY,1850,1
2019-07-01,2016-04-11,2018-04-22,EJFW84YYIVN4L80D7ZFXVLX2RPXCLLQP,215,1
2019-07-15,2021-01-11,2021-09-14,TZQKP4XPPHIL7P5S3K0GBE3XHOSRV4YL,1756,1
2018-04-21,2014-12-16,2012-08-16,1891DE4G2BH81AQKS5IHEFA68K87P8TK,749,1
2019-02-12,2022-03-02,2018-08-24,IV1M2V5FJKIVYLGZW9BRMKDZ7QBAE4RJ,1885,1
2014-01-10,2012-04-02,2012-12-15,L1RSY0H244GN7VGCR8RDJJPC1J7G69UG,772,1
2020-03-12,2021-06-09,2017-09-10,WV5AE5W90G5VLFYWWTKRISX3ALY7R6JE,339,1
2018-10-12,2014-05-01,2022-05-17,MLATOVWWG49T6AE1V21FYEY94SVY5ZOI,1324,1
2018-12-13,2014-10-19,2010-03-15,PZPZAZ24T02IU9AU5VBSAY2LQBH8VXNZ,1689,1
2021-10-23,2021-10-14,2018-03-25,QHP8AGZQV8TK26RX191XWDGHQK8W0YJF,1593,1
2015-07-01,2020-02-01,2017-08-06,H7P4CUL0IL7XAYZZ85L6VFVR301AZNJP,1262,1
2013-01-13,2016-10-08,2017-08-08,178X9G8ZZ7OXF9O3D2KFL04A1H6DKX2U,71,1
2018-06-25,2012-07-25,2011-12-17,55Y99FPZJ59WU4EH303VIMXF87X8ELEB,377,1
2022-03-18,2014-08-26,2016-06-13,O3EF03VD6WEVUAKT2SBWW11EWE1KU1CB,387,1
2020-02-04,2018-12-18,2014-03-28,D6A00RNAKLNJKM4X2GUFF3LXPQ02F343,1184,1
2015-07-02,2012-09-09,2014-02-07,FJAETO5OSGOLWZG5I9FXGFQIYXKXK962,1060,1
2010-10-13,2011-10-13,2020-12-27,VA65J22GU5IVI0C1CIB2MSZHUSS01VHE,715,1
2018-10-18,2017-08-25,2021-09-01,6RZXP5CZUQZZJZ2MOS801M9KM1ILFBX6,1683,1
2014-03-08,2016-12-01,2013-11-10,S773AEVUPR6MS7PEHSNZKLKWD26CG3WB,305,1
2011-07-01,2013-11-06,2012-05-19,L6Z4WMJ1THWNR7LX6AXPHIOBU0DKCCS2,1197,1
2014-07-21,2013-05-11,2014-05-26,HE16BYJ2A1XZ5Q19NIN03LLR7YAPAXJZ,1327,1
2016-08-17,2011-07-14,2011-02-02,NXOAX08HKFDIVCHBVYJRW59IMVCEWKX5,155,1
2021-10-28,2020-08-12,2013-02-06,Z82LWRX8Y3XD59V82JP4J1IV7FW5H86V,1443,1
2019-09-15,2016-12-14,2020-01-09,D3W1CSIJSOS5RV3H5Y8YVQTRWOKCZ2OM,1248,1
2020-04-10,2010-04-14,2017-04-13,EJ6GRJWLCXL0L4EYLC3QH3C9ASYVL9FM,1556,1
2015-02-07,2011-07-23,2020-07-04,NDVDAOY3TDR8YDVM2OD34C2M201D7XLW,1989,1
2020-04-10,2016-12-04,2013-03-25,JWSP97O7P6RJC6KZY2P4S5G3QCYFFGQJ,862,1
2022-01-21,2015-02-20,2015-12-19,R0EOX8XEKJ8TMMTF39YJUOEZ7V0R14LW,163,1
2019-06-18,2014-09-09,2019-08-21,I5CMO4SJITCUTT8OR2NZD5DO087XVTC7,1177,1
2019-11-23,2011-06-25,2014-03-02,F3JBW65JVF3BP2YRPNXOJKYY4LO7KOUO,367,1
2019-04-26,2022-09-15,2016-04-22,AJ2G90Q8HMHOKVKAEVYA5C38Z78WFZ57,68,1
2010-08-19,2016-06-14,2010-01-11,5PAWUSDBCCHL0ZHF0H5AIEAMS5D9XWMF,885,1
2015-11-21,2022-01-17,2016-05-17,XIDFX9PQ8GBOX4UUZV709PDJVQVWUZ4O,994,1
2014-12-21,2019-03-11,2013-02-10,4Y2NHEB55QRNC2DMEYKB8JPE8AP1RCPE,100,1
2019-05-28,2014-10-26,2022-08-24,UKJAQMD2LT3DYHPMG3KINET7SD5IJ5QT,1784,1
2022-05-25,2015-11-18,2018-06-24,TI5C1Z8XELI1CSUI6B6EW06YMNKGXPC5,1267,1
2022-04-09,2020-12-20,2018-07-14,M3LFZRPH7JTCBNGG2OEU44YR1HTG70EA,427,1
2022-05-14,2014-07-05,2018-02-06,8HRW2Y4BIQZ5C1PW94GJ8PF6PCSMZZT8,1789,1
2018-04-26,2014-12-21,2017-06-21,1SEWQ9C8FKY2KO9RPMHW2IMQXWPOL6IK,1571,1
2012-03-25,2012-02-28,2013-08-24,O8BD3Z5JAL6298AQRCGXA115NA7GNS7U,98,1
2013-06-09,2020-08-12,2021-03-11,O5QPR3VUYM20JP7TH856LTLJDPW0ITYC,895,1
2022-05-20,2014-10-23,2018-06-04,NQNDMK1L18L6O6W1SN6Z8WQA7AQY5V6J,701,1
2021-02-16,2016-09-27,2014-03-06,Q0F4524CF7E4LT1VWJO59NHZODUGNT11,819,1
2014-08-08,2013-10-11,2014-12-07,7GFLTMCL5O00R6395BWTTTTH5HRKCIZJ,1824,1
2018-04-26,2016-09-10,2019-06-13,Y762F09KKHT8WGOPC4359EV61QW67V40,1187,1
